Year,AC_Name,PC_Name,Party,Votes,Position
2009,Narayangarh,Medinipur,Others,12542.0,Others
2011,NARAYANGARH,Medinipur,CPM,89804.0,Winner
2011,NARAYANGARH,Medinipur,AITC,82695.0,Runner-Up
2011,NARAYANGARH,Medinipur,Others,5345.0,Others
2014,Narayangarh,Medinipur,AITC,91056.0,Winner
2014,Narayangarh,Medinipur,CPI,64651.0,Runner-Up
2014,Narayangarh,Medinipur,Others,30555.0,Others
2016,NARAYANGARH,Medinipur,AITC,99311.0,Winner
2016,NARAYANGARH,Medinipur,CPM,85722.0,Runner-Up
2016,NARAYANGARH,Medinipur,Others,16032.0,Others
2019,Narayangarh,Medinipur,BJP,97324.0,Winner
2019,Narayangarh,Medinipur,AITC,88574.0,Runner-Up
2019,Narayangarh,Medinipur,Others,21319.0,Others
2021,NARAYANGARH,Medinipur,AITC,100894.0,Winner
2021,NARAYANGARH,Medinipur,BJP,98478.0,Runner-Up
2021,NARAYANGARH,Medinipur,Others,18378.0,Others
2024,Narayangarh,Medinipur,AITC,106437.0,Winner
2024,Narayangarh,Medinipur,BJP,95823.0,Runner-Up
2024,Narayangarh,Medinipur,Others,14852.0,Others
2009,Sabang,Ghatal,CPI,87933.0,Winner
2009,Sabang,Ghatal,AITC,81769.0,Runner-Up
2009,Sabang,Ghatal,Others,7954.0,Others
2011,SABANG,Ghatal,INC,98755.0,Winner
2011,SABANG,Ghatal,CPM,85571.0,Runner-Up
2011,SABANG,Ghatal,Others,8350.0,Others
2014,SABANG,Ghatal,CPI,65727.0,Winner
2014,SABANG,Ghatal,INC,65659.0,Runner-Up
2014,SABANG,Ghatal,Others,72215.0,Others
2016,SABANG,Ghatal,INC,126987.0,Winner
2016,SABANG,Ghatal,AITC,77820.0,Runner-Up
2016,SABANG,Ghatal,Others,9585.0,Others
2019,SABANG,Ghatal,AITC,94798.0,Winner
2019,SABANG,Ghatal,BJP,88628.0,Runner-Up
2019,SABANG,Ghatal,Others,35424.0,Others
2021,SABANG,Ghatal,AITC,112098.0,Winner
2021,SABANG,Ghatal,BJP,102234.0,Runner-Up
2021,SABANG,Ghatal,Others,21869.0,Others
2024,Sabang,Ghatal,AITC,128024.0,Winner
2024,Sabang,Ghatal,BJP,95341.0,Runner-Up
2024,Sabang,Ghatal,Others,12361.0,Others
2009,Pingla,Ghatal,CPI,83494.0,Winner
2009,Pingla,Ghatal,AITC,66053.0,Runner-Up
2009,Pingla,Ghatal,Others,12486.0,Others
2011,PINGLA,Ghatal,DSP(P),84738.0,Winner
2011,PINGLA,Ghatal,AITC,83504.0,Runner-Up
2011,PINGLA,Ghatal,Others,11122.0,Others
2014,Pingla,Ghatal,AITC,90842.0,Winner
2014,Pingla,Ghatal,CPI,65357.0,Runner-Up
2014,Pingla,Ghatal,Others,37324.0,Others
2016,PINGLA,Ghatal,AITC,104416.0,Winner
2016,PINGLA,Ghatal,DSP(P),80198.0,Runner-Up
2016,PINGLA,Ghatal,Others,22645.0,Others
2019,Pingla,Ghatal,AITC,99760.0,Winner
2019,Pingla,Ghatal,BJP,98062.0,Runner-Up
2019,Pingla,Ghatal,Others,18227.0,Others
2021,PINGLA,Ghatal,AITC,112435.0,Winner
2021,PINGLA,Ghatal,BJP,105779.0,Runner-Up
2021,PINGLA,Ghatal,Others,10455.0,Others
2024,Pingla,Ghatal,AITC,118627.0,Winner
2024,Pingla,Ghatal,BJP,98714.0,Runner-Up
2024,Pingla,Ghatal,Others,10955.0,Others
2009,Kharagpur,Medinipur,CPI,71137.0,Winner
2009,Kharagpur,Medinipur,AITC,45590.0,Runner-Up
2009,Kharagpur,Medinipur,Others,13546.0,Others
2011,KHARAGPUR,Medinipur,CPM,70178.0,Winner
2011,KHARAGPUR,Medinipur,AITC,67674.0,Runner-Up
2011,KHARAGPUR,Medinipur,Others,12175.0,Others
2014,Kharagpur,Medinipur,AITC,76590.0,Winner
2014,Kharagpur,Medinipur,CPI,59337.0,Runner-Up
2014,Kharagpur,Medinipur,Others,28710.0,Others
2016,KHARAGPUR,Medinipur,AITC,85630.0,Winner
2016,KHARAGPUR,Medinipur,CPM,66531.0,Runner-Up
2016,KHARAGPUR,Medinipur,Others,24636.0,Others
2019,Kharagpur,Medinipur,AITC,89677.0,Winner
2019,Kharagpur,Medinipur,BJP,80210.0,Runner-Up
2019,Kharagpur,Medinipur,Others,19302.0,Others
2021,KHARAGPUR,Medinipur,AITC,109727.0,Winner
2021,KHARAGPUR,Medinipur,BJP,73497.0,Runner-Up
2021,KHARAGPUR,Medinipur,Others,16820.0,Others
2024,Kharagpur,Medinipur,AITC,108911.0,Winner
2024,Kharagpur,Medinipur,BJP,76673.0,Runner-Up
2024,Kharagpur,Medinipur,Others,16951.0,Others
2009,Debra,Ghatal,CPI,76332.0,Winner
2009,Debra,Ghatal,AITC,68030.0,Runner-Up
2009,Debra,Ghatal,Others,8404.0,Others
2011,DEBRA,Ghatal,AITC,86215.0,Winner
2011,DEBRA,Ghatal,CPM,77402.0,Runner-Up
2011,DEBRA,Ghatal,Others,6862.0,Others
2014,Debra,Ghatal,AITC,84431.0,Winner
2014,Debra,Ghatal,CPI,63701.0,Runner-Up
2014,Debra,Ghatal,Others,32885.0,Others
2016,DEBRA,Ghatal,AITC,90773.0,Winner
2016,DEBRA,Ghatal,CPM,78865.0,Runner-Up
2016,DEBRA,Ghatal,Others,19633.0,Others
2019,Debra,Ghatal,BJP,84618.0,Winner
2019,Debra,Ghatal,AITC,80599.0,Runner-Up
2019,Debra,Ghatal,Others,29356.0,Others
2021,DEBRA,Ghatal,AITC,95850.0,Winner
2021,DEBRA,Ghatal,BJP,84624.0,Runner-Up
2021,DEBRA,Ghatal,Others,24392.0,Others
2024,Debra,Ghatal,AITC,94559.0,Winner
2024,Debra,Ghatal,BJP,88793.0,Runner-Up
2024,Debra,Ghatal,Others,18758.0,Others
2009,Daspur,Ghatal,AITC,88518.0,Winner
2009,Daspur,Ghatal,CPI,78290.0,Runner-Up
2009,Daspur,Ghatal,Others,9143.0,Others
2011,DASPUR,Ghatal,AITC,109048.0,Winner
2011,DASPUR,Ghatal,CPM,84121.0,Runner-Up
2011,DASPUR,Ghatal,Others,5966.0,Others
2014,Daspur,Ghatal,AITC,105596.0,Winner
2014,Daspur,Ghatal,CPI,68866.0,Runner-Up
2014,Daspur,Ghatal,Others,23493.0,Others
2016,DASPUR,Ghatal,AITC,113603.0,Winner
2016,DASPUR,Ghatal,CPM,84864.0,Runner-Up
2016,DASPUR,Ghatal,Others,16629.0,Others
2019,Daspur,Ghatal,AITC,99246.0,Winner
2019,Daspur,Ghatal,BJP,89306.0,Runner-Up
2019,Daspur,Ghatal,Others,23638.0,Others
2021,DASPUR,Ghatal,AITC,114753.0,Winner
2021,DASPUR,Ghatal,BJP,87911.0,Runner-Up
2021,DASPUR,Ghatal,Others,19800.0,Others
2024,Daspur,Ghatal,AITC,113690.0,Winner
2024,Daspur,Ghatal,BJP,97179.0,Runner-Up
2024,Daspur,Ghatal,Others,15845.0,Others
2009,Ghatal,Ghatal,CPI,88504.0,Winner
2009,Ghatal,Ghatal,AITC,71988.0,Runner-Up
2009,Ghatal,Ghatal,Others,12232.0,Others
2011,GHATAL,Ghatal,AITC,101355.0,Winner
2011,GHATAL,Ghatal,CPM,85078.0,Runner-Up
2011,GHATAL,Ghatal,Others,7568.0,Others
2014,Ghatal,Ghatal,AITC,108547.0,Winner
2014,Ghatal,Ghatal,CPI,58543.0,Runner-Up
2014,Ghatal,Ghatal,Others,31485.0,Others
2016,GHATAL,Ghatal,AITC,107682.0,Winner
2016,GHATAL,Ghatal,CPM,88203.0,Runner-Up
2016,GHATAL,Ghatal,Others,20486.0,Others
2019,Ghatal,Ghatal,AITC,103331.0,Winner
2019,Ghatal,Ghatal,BJP,97465.0,Runner-Up
2019,Ghatal,Ghatal,Others,15859.0,Others
2021,GHATAL,Ghatal,BJP,105812.0,Winner
2021,GHATAL,Ghatal,AITC,104846.0,Runner-Up
2021,GHATAL,Ghatal,Others,14717.0,Others
2024,Ghatal,Ghatal,AITC,109289.0,Winner
2024,Ghatal,Ghatal,BJP,104884.0,Runner-Up
2024,Ghatal,Ghatal,Others,11696.0,Others
2009,Chandrakona,Arambagh,CPM,96258.0,Winner
2009,Chandrakona,Arambagh,INC,64219.0,Runner-Up
2009,Chandrakona,Arambagh,Others,16076.0,Others
2011,CHANDRAKONA,Arambag,CPM,97280.0,Winner
2011,CHANDRAKONA,Arambag,AITC,95984.0,Runner-Up
2011,CHANDRAKONA,Arambag,Others,7753.0,Others
2014,Chandrakona,Arambagh,AITC,109949.0,Winner
2014,Chandrakona,Arambagh,CPM,75498.0,Runner-Up
2014,Chandrakona,Arambagh,Others,27006.0,Others
2016,CHANDRAKONA,Arambag,AITC,117172.0,Winner
2016,CHANDRAKONA,Arambag,CPM,78791.0,Runner-Up
2016,CHANDRAKONA,Arambag,Others,29188.0,Others
2019,Chandrakona,Arambagh,AITC,106800.0,Winner
2019,Chandrakona,Arambagh,BJP,103169.0,Runner-Up
2019,Chandrakona,Arambagh,Others,24234.0,Others
2021,CHANDRAKONA,Arambag,AITC,121846.0,Winner
2021,CHANDRAKONA,Arambag,BJP,110565.0,Runner-Up
2021,CHANDRAKONA,Arambag,Others,16904.0,Others
2024,Chandrakona,Arambag,AITC,119878.0,Winner
2024,Chandrakona,Arambag,BJP,111843.0,Runner-Up
2024,Chandrakona,Arambag,Others,16528.0,Others
2009,Garbeta,Jhargram,CPM,111546.0,Winner
2009,Garbeta,Jhargram,INC,23477.0,Runner-Up
2009,Garbeta,Jhargram,Others,10344.0,Others
2011,GARBETA,Jhargram,CPM,86047.0,Winner
2011,GARBETA,Jhargram,INC,70977.0,Runner-Up
2011,GARBETA,Jhargram,Others,7733.0,Others
2014,Garbeta,Jhargram,AITC,112926.0,Winner
2014,Garbeta,Jhargram,CPM,35265.0,Runner-Up
2014,Garbeta,Jhargram,Others,27852.0,Others
2016,GARBETA,Jhargram,AITC,110501.0,Winner
2016,GARBETA,Jhargram,CPM,49344.0,Runner-Up
2016,GARBETA,Jhargram,Others,27890.0,Others
2019,Garbeta,Jhargram,BJP,91328.0,Winner
2019,Garbeta,Jhargram,AITC,84517.0,Runner-Up
2019,Garbeta,Jhargram,Others,21222.0,Others
2021,GARBETA,Jhargram,AITC,94928.0,Winner
2021,GARBETA,Jhargram,BJP,84356.0,Runner-Up
2021,GARBETA,Jhargram,Others,28397.0,Others
2024,Garbeta,Jhargram,AITC,106763.0,Winner
2024,Garbeta,Jhargram,BJP,83566.0,Runner-Up
2024,Garbeta,Jhargram,Others,18553.0,Others
2009,Salboni,Jhargram,CPM,97035.0,Winner
2009,Salboni,Jhargram,INC,45851.0,Runner-Up
2009,Salboni,Jhargram,Others,16789.0,Others
2011,SALBONI,Jhargram,AITC,92082.0,Winner
2011,SALBONI,Jhargram,CPM,87727.0,Runner-Up
2011,SALBONI,Jhargram,Others,13876.0,Others
2014,Salboni,Jhargram,AITC,116290.0,Winner
2014,Salboni,Jhargram,CPM,56192.0,Runner-Up
2014,Salboni,Jhargram,Others,37657.0,Others
2016,SALBONI,Jhargram,AITC,120485.0,Winner
2016,SALBONI,Jhargram,CPM,67583.0,Runner-Up
2016,SALBONI,Jhargram,Others,35414.0,Others
2019,Salboni,Jhargram,AITC,112431.0,Winner
2019,Salboni,Jhargram,BJP,103706.0,Runner-Up
2019,Salboni,Jhargram,Others,21324.0,Others
2021,SALBONI,Jhargram,AITC,126020.0,Winner
2021,SALBONI,Jhargram,BJP,93376.0,Runner-Up
2021,SALBONI,Jhargram,Others,29799.0,Others
2024,Salboni,Jhargram,AITC,132226.0,Winner
2024,Salboni,Jhargram,BJP,93965.0,Runner-Up
2024,Salboni,Jhargram,Others,23547.0,Others
2009,Keshpur,Ghatal,CPI,133608.0,Winner
2009,Keshpur,Ghatal,AITC,20856.0,Runner-Up
2009,Keshpur,Ghatal,Others,6404.0,Others
2011,KESHPUR,Ghatal,CPM,103901.0,Winner
2011,KESHPUR,Ghatal,INC,70059.0,Runner-Up
2011,KESHPUR,Ghatal,Others,6496.0,Others
2014,Keshpur,Ghatal,AITC,149401.0,Winner
2014,Keshpur,Ghatal,CPI,32541.0,Runner-Up
2014,Keshpur,Ghatal,Others,12320.0,Others
2016,KESHPUR,Ghatal,AITC,146579.0,Winner
2016,KESHPUR,Ghatal,CPM,45428.0,Runner-Up
2016,KESHPUR,Ghatal,Others,12634.0,Others
2019,Keshpur,Ghatal,AITC,144990.0,Winner
2019,Keshpur,Ghatal,BJP,52916.0,Runner-Up
2019,Keshpur,Ghatal,Others,15646.0,Others
2021,KESHPUR,Ghatal,AITC,116992.0,Winner
2021,KESHPUR,Ghatal,BJP,96272.0,Runner-Up
2021,KESHPUR,Ghatal,Others,16968.0,Others
2024,Keshpur,Ghatal,AITC,162130.0,Winner
2024,Keshpur,Ghatal,BJP,58772.0,Runner-Up
2024,Keshpur,Ghatal,Others,11033.0,Others
2009,Medinipur,Medinipur,AITC,75699.0,Winner
2009,Medinipur,Medinipur,CPI,72783.0,Runner-Up
2009,Medinipur,Medinipur,Others,14636.0,Others
2011,MEDINIPUR,Medinipur,AITC,103060.0,Winner
2011,MEDINIPUR,Medinipur,CPI,74840.0,Runner-Up
2011,MEDINIPUR,Medinipur,Others,11448.0,Others
2014,Medinipur,Medinipur,AITC,97006.0,Winner
2014,Medinipur,Medinipur,CPI,58405.0,Runner-Up
2014,Medinipur,Medinipur,Others,48969.0,Others
2016,MEDINIPUR,Medinipur,AITC,106774.0,Winner
2016,MEDINIPUR,Medinipur,CPI,73787.0,Runner-Up
2016,MEDINIPUR,Medinipur,Others,32522.0,Others
2019,Medinipur,Medinipur,BJP,110372.0,Winner
2019,Medinipur,Medinipur,AITC,93731.0,Runner-Up
2019,Medinipur,Medinipur,Others,21354.0,Others
2021,MEDINIPUR,Medinipur,AITC,121175.0,Winner
2021,MEDINIPUR,Medinipur,BJP,96778.0,Runner-Up
2021,MEDINIPUR,Medinipur,Others,20945.0,Others
2024,Medinipur,Medinipur,AITC,109926.0,Winner
2024,Medinipur,Medinipur,BJP,107756.0,Runner-Up
2024,Medinipur,Medinipur,Others,17209.0,Others
2009,Binpur,Jhargram,CPM,50838.0,Winner
2009,Binpur,Jhargram,INC,23428.0,Runner-Up
2009,Binpur,Jhargram,Others,40052.0,Others
2011,BINPUR,Jhargram,CPM,60728.0,Winner
2011,BINPUR,Jhargram,JKP(N),53118.0,Runner-Up
2011,BINPUR,Jhargram,Others,33672.0,Others
2014,Binpur,Jhargram,AITC,84185.0,Winner
2014,Binpur,Jhargram,CPM,37328.0,Runner-Up
2014,Binpur,Jhargram,Others,40356.0,Others
2016,BINPUR,Jhargram,AITC,95804.0,Winner
2016,BINPUR,Jhargram,CPM,46481.0,Runner-Up
2016,BINPUR,Jhargram,Others,31670.0,Others
2019,Binpur,Jhargram,AITC,76197.0,Winner
2019,Binpur,Jhargram,BJP,73138.0,Runner-Up
2019,Binpur,Jhargram,Others,30115.0,Others
2021,BINPUR,Jhargram,AITC,100277.0,Winner
2021,BINPUR,Jhargram,BJP,60783.0,Runner-Up
2021,BINPUR,Jhargram,Others,27738.0,Others
2024,Binpur,Jhargram,AITC,94318.0,Winner
2024,Binpur,Jhargram,BJP,70376.0,Runner-Up
2024,Binpur,Jhargram,Others,22639.0,Others
2009,Bandwan,Jhargram,CPM,78932.0,Winner
2009,Bandwan,Jhargram,INC,49679.0,Runner-Up
2009,Bandwan,Jhargram,Others,28445.0,Others
2011,BANDWAN,Jhargram,CPM,87183.0,Winner
2011,BANDWAN,Jhargram,INC,65163.0,Runner-Up
2011,BANDWAN,Jhargram,Others,27846.0,Others
2014,Bandwan,Jhargram,AITC,92664.0,Winner
2014,Bandwan,Jhargram,CPM,69003.0,Runner-Up
2014,Bandwan,Jhargram,Others,41575.0,Others
2016,BANDWAN,Jhargram,AITC,104323.0,Winner
2016,BANDWAN,Jhargram,CPM,84016.0,Runner-Up
2016,BANDWAN,Jhargram,Others,29697.0,Others
2019,Bandwan,Jhargram,BJP,98039.0,Winner
2019,Bandwan,Jhargram,AITC,95069.0,Runner-Up
2019,Bandwan,Jhargram,Others,34857.0,Others
2021,BANDWAN,Jhargram,AITC,113337.0,Winner
2021,BANDWAN,Jhargram,BJP,94506.0,Runner-Up
2021,BANDWAN,Jhargram,Others,33212.0,Others
2024,Bandwan,Jhargram,AITC,112174.0,Winner
2024,Bandwan,Jhargram,BJP,84730.0,Runner-Up
2024,Bandwan,Jhargram,Others,42423.0,Others
2009,Balarampur,Purulia,INC,48953.0,Winner
2009,Balarampur,Purulia,AIFB,40125.0,Runner-Up
2009,Balarampur,Purulia,Others,14687.0,Others
2011,BALARAMPUR,Purulia,AITC,65244.0,Winner
2011,BALARAMPUR,Purulia,CPM,54716.0,Runner-Up
2011,BALARAMPUR,Purulia,Others,22524.0,Others
2014,Balarampur,Purulia,AITC,70054.0,Winner
2014,Balarampur,Purulia,INC,44883.0,Runner-Up
2014,Balarampur,Purulia,Others,46283.0,Others
2016,BALARAMPUR,Purulia,AITC,82086.0,Winner
2016,BALARAMPUR,Purulia,INC,71882.0,Runner-Up
2016,BALARAMPUR,Purulia,Others,20626.0,Others
2019,Balarampur,Purulia,BJP,100419.0,Winner
2019,Balarampur,Purulia,AITC,64950.0,Runner-Up
2019,Balarampur,Purulia,Others,22129.0,Others
2021,BALARAMPUR,Purulia,BJP,89521.0,Winner
2021,BALARAMPUR,Purulia,AITC,89098.0,Runner-Up
2021,BALARAMPUR,Purulia,Others,19346.0,Others
2024,Balarampur,Purulia,AITC,84768.0,Winner
2024,Balarampur,Purulia,BJP,83618.0,Runner-Up
2024,Balarampur,Purulia,Others,30238.0,Others
2009,Baghmundi,Purulia,INC,55688.0,Winner
2009,Baghmundi,Purulia,AIFB,54670.0,Runner-Up
2009,Baghmundi,Purulia,Others,15113.0,Others
2011,BAGHMUNDI,Purulia,INC,77458.0,Winner
2011,BAGHMUNDI,Purulia,AIFB,59814.0,Runner-Up
2011,BAGHMUNDI,Purulia,Others,19277.0,Others
2014,Baghmundi,Purulia,INC,69659.0,Winner
2014,Baghmundi,Purulia,AITC,53143.0,Runner-Up
2014,Baghmundi,Purulia,Others,53332.0,Others
2016,BAGHMUNDI,Purulia,INC,88707.0,Winner
2016,BAGHMUNDI,Purulia,AITC,80120.0,Runner-Up
2016,BAGHMUNDI,Purulia,Others,19276.0,Others
2019,Baghmundi,Purulia,BJP,100312.0,Winner
2019,Baghmundi,Purulia,AITC,47604.0,Runner-Up
2019,Baghmundi,Purulia,Others,49451.0,Others
2021,BAGHMUNDI,Purulia,AITC,75905.0,Winner
2021,BAGHMUNDI,Purulia,AJSUP,61936.0,Runner-Up
2021,BAGHMUNDI,Purulia,Others,68462.0,Others
2024,Baghmundi,Purulia,BJP,83393.0,Winner
2024,Baghmundi,Purulia,AITC,72153.0,Runner-Up
2024,Baghmundi,Purulia,Others,52959.0,Others
2009,Joypur,Purulia,INC,63058.0,Winner
2009,Joypur,Purulia,AIFB,56587.0,Runner-Up
2009,Joypur,Purulia,Others,15297.0,Others
2011,JOYPUR,Purulia,AIFB,62060.0,Winner
2011,JOYPUR,Purulia,IND,51449.0,Runner-Up
2011,JOYPUR,Purulia,Others,36097.0,Others
2014,Joypur,Purulia,AITC,60408.0,Winner
2014,Joypur,Purulia,INC,48155.0,Runner-Up
2014,Joypur,Purulia,Others,63227.0,Others
2016,JOYPUR,Purulia,AITC,85026.0,Winner
2016,JOYPUR,Purulia,AIFB,76263.0,Runner-Up
2016,JOYPUR,Purulia,Others,18063.0,Others
2019,Joypur,Purulia,BJP,88087.0,Winner
2019,Joypur,Purulia,AITC,56343.0,Runner-Up
2019,Joypur,Purulia,Others,50322.0,Others
2021,JOYPUR,Purulia,BJP,74380.0,Winner
2021,JOYPUR,Purulia,INC,62180.0,Runner-Up
2021,JOYPUR,Purulia,Others,66207.0,Others
2024,Joypur,Purulia,AITC,78783.0,Winner
2024,Joypur,Purulia,BJP,72222.0,Runner-Up
2024,Joypur,Purulia,Others,58244.0,Others
2009,Purulia,Purulia,INC,66848.0,Winner
2009,Purulia,Purulia,AIFB,53281.0,Runner-Up
2009,Purulia,Purulia,Others,12716.0,Others
2011,PURULIA,Purulia,AITC,83396.0,Winner
2011,PURULIA,Purulia,CPM,56909.0,Runner-Up
2011,PURULIA,Purulia,Others,14284.0,Others
2014,Purulia,Purulia,AITC,65275.0,Winner
2014,Purulia,Purulia,INC,40725.0,Runner-Up
2014,Purulia,Purulia,Others,65034.0,Others
2016,PURULIA,Purulia,INC,81365.0,Winner
2016,PURULIA,Purulia,AITC,76454.0,Runner-Up
2016,PURULIA,Purulia,Others,24709.0,Others
2019,Purulia,Purulia,BJP,102749.0,Winner
2019,Purulia,Purulia,AITC,66252.0,Runner-Up
2019,Purulia,Purulia,Others,27317.0,Others
2021,PURULIA,Purulia,BJP,89733.0,Winner
2021,PURULIA,Purulia,AITC,82715.0,Runner-Up
2021,PURULIA,Purulia,Others,34420.0,Others
2024,Purulia,Purulia,BJP,92666.0,Winner
2024,Purulia,Purulia,AITC,70287.0,Runner-Up
2024,Purulia,Purulia,Others,42905.0,Others
2009,Manbazar,Purulia,AIFB,69954.0,Winner
2009,Manbazar,Purulia,INC,59738.0,Runner-Up
2009,Manbazar,Purulia,Others,17831.0,Others
2011,MANBAZAR,Purulia,AITC,78520.0,Winner
2011,MANBAZAR,Purulia,CPM,73354.0,Runner-Up
2011,MANBAZAR,Purulia,Others,15121.0,Others
2014,Manbazar,Purulia,AITC,88134.0,Winner
2014,Manbazar,Purulia,AIFB,63232.0,Runner-Up
2014,Manbazar,Purulia,Others,32301.0,Others
2016,MANBAZAR,Purulia,AITC,93642.0,Winner
2016,MANBAZAR,Purulia,CPM,83967.0,Runner-Up
2016,MANBAZAR,Purulia,Others,14577.0,Others
2019,Manbazar,Purulia,AITC,93897.0,Winner
2019,Manbazar,Purulia,BJP,83314.0,Runner-Up
2019,Manbazar,Purulia,Others,26045.0,Others
2021,MANBAZAR,Purulia,AITC,103298.0,Winner
2021,MANBAZAR,Purulia,BJP,87782.0,Runner-Up
2021,MANBAZAR,Purulia,Others,22649.0,Others
2024,Manbazar,Purulia,AITC,95653.0,Winner
2024,Manbazar,Purulia,BJP,80282.0,Runner-Up
2024,Manbazar,Purulia,Others,33131.0,Others
2009,Kashipur,Purulia,AIFB,62525.0,Winner
2009,Kashipur,Purulia,INC,50037.0,Runner-Up
2009,Kashipur,Purulia,Others,20799.0,Others
2011,KASHIPUR,Purulia,AITC,69492.0,Winner
2011,KASHIPUR,Purulia,CPM,65771.0,Runner-Up
2011,KASHIPUR,Purulia,Others,20113.0,Others
2014,Kashipur,Purulia,AITC,76054.0,Winner
2014,Kashipur,Purulia,AIFB,48356.0,Runner-Up
2014,Kashipur,Purulia,Others,46758.0,Others
2016,KASHIPUR,Purulia,AITC,87483.0,Winner
2016,KASHIPUR,Purulia,CPM,67905.0,Runner-Up
2016,KASHIPUR,Purulia,Others,24207.0,Others
2019,Kashipur,Purulia,BJP,91079.0,Winner
2019,Kashipur,Purulia,AITC,74925.0,Runner-Up
2019,Kashipur,Purulia,Others,21174.0,Others
2021,KASHIPUR,Purulia,BJP,92938.0,Winner
2021,KASHIPUR,Purulia,AITC,85551.0,Runner-Up
2021,KASHIPUR,Purulia,Others,16403.0,Others
2024,Kashipur,Purulia,AITC,81834.0,Winner
2024,Kashipur,Purulia,BJP,79968.0,Runner-Up
2024,Kashipur,Purulia,Others,27490.0,Others
2009,Para,Purulia,AIFB,61312.0,Winner
2009,Para,Purulia,INC,35313.0,Runner-Up
2009,Para,Purulia,Others,28963.0,Others
2011,PARA,Purulia,INC,62208.0,Winner
2011,PARA,Purulia,CPM,61622.0,Runner-Up
2011,PARA,Purulia,Others,22201.0,Others
2014,Para,Purulia,AIFB,54794.0,Winner
2014,Para,Purulia,AITC,53912.0,Runner-Up
2014,Para,Purulia,Others,57590.0,Others
2016,PARA,Purulia,AITC,84337.0,Winner
2016,PARA,Purulia,CPM,70459.0,Runner-Up
2016,PARA,Purulia,Others,22407.0,Others
2019,Para,Purulia,BJP,100056.0,Winner
2019,Para,Purulia,AITC,58814.0,Runner-Up
2019,Para,Purulia,Others,27003.0,Others
2021,PARA,Purulia,BJP,87347.0,Winner
2021,PARA,Purulia,AITC,83340.0,Runner-Up
2021,PARA,Purulia,Others,23334.0,Others
2024,Para,Purulia,BJP,84097.0,Winner
2024,Para,Purulia,AITC,75847.0,Runner-Up
2024,Para,Purulia,Others,30187.0,Others
2009,Raghunathpur,Bankura,CPM,63449.0,Winner
2009,Raghunathpur,Bankura,INC,49267.0,Runner-Up
2009,Raghunathpur,Bankura,Others,23120.0,Others
2011,RAGHUNATHPUR,Bankura,AITC,78096.0,Winner
2011,RAGHUNATHPUR,Bankura,CPM,65353.0,Runner-Up
2011,RAGHUNATHPUR,Bankura,Others,18094.0,Others
2014,Raghunathpur,Bankura,AITC,61551.0,Winner
2014,Raghunathpur,Bankura,CPM,57047.0,Runner-Up
2014,Raghunathpur,Bankura,Others,63945.0,Others
2016,RAGHUNATHPUR,Bankura,AITC,83688.0,Winner
2016,RAGHUNATHPUR,Bankura,CPM,67546.0,Runner-Up
2016,RAGHUNATHPUR,Bankura,Others,41650.0,Others
2019,Raghunathpur,Bankura,BJP,109832.0,Winner
2019,Raghunathpur,Bankura,AITC,67199.0,Runner-Up
2019,Raghunathpur,Bankura,Others,26184.0,Others
2021,RAGHUNATHPUR,Bankura,BJP,95770.0,Winner
2021,RAGHUNATHPUR,Bankura,AITC,90332.0,Runner-Up
2021,RAGHUNATHPUR,Bankura,Others,28588.0,Others
2024,Raghunathpur,Bankura,AITC,91780.0,Winner
2024,Raghunathpur,Bankura,BJP,91325.0,Runner-Up
2024,Raghunathpur,Bankura,Others,23950.0,Others
2009,Saltora,Bankura,CPM,63911.0,Winner
2009,Saltora,Bankura,INC,53566.0,Runner-Up
2009,Saltora,Bankura,Others,19619.0,Others
2011,SALTORA,Bankura,AITC,82597.0,Winner
2011,SALTORA,Bankura,CPM,69900.0,Runner-Up
2011,SALTORA,Bankura,Others,10741.0,Others
2014,Saltora,Bankura,AITC,69433.0,Winner
2014,Saltora,Bankura,CPM,56177.0,Runner-Up
2014,Saltora,Bankura,Others,46194.0,Others
2016,SALTORA,Bankura,AITC,84979.0,Winner
2016,SALTORA,Bankura,CPM,72456.0,Runner-Up
2016,SALTORA,Bankura,Others,26503.0,Others
2019,Saltora,Bankura,BJP,89073.0,Winner
2019,Saltora,Bankura,AITC,74017.0,Runner-Up
2019,Saltora,Bankura,Others,29192.0,Others
2021,SALTORA,Bankura,BJP,91648.0,Winner
2021,SALTORA,Bankura,AITC,87503.0,Runner-Up
2021,SALTORA,Bankura,Others,23262.0,Others
2024,Saltora,Bankura,AITC,92657.0,Winner
2024,Saltora,Bankura,BJP,81557.0,Runner-Up
2024,Saltora,Bankura,Others,23811.0,Others
2009,Chhatna,Bankura,CPM,58970.0,Winner
2009,Chhatna,Bankura,INC,49842.0,Runner-Up
2009,Chhatna,Bankura,Others,20320.0,Others
2011,CHHATNA,Bankura,AITC,70340.0,Winner
2011,CHHATNA,Bankura,RSP,62576.0,Runner-Up
2011,CHHATNA,Bankura,Others,21400.0,Others
2014,Chhatna,Bankura,AITC,59505.0,Winner
2014,Chhatna,Bankura,CPM,55354.0,Runner-Up
2014,Chhatna,Bankura,Others,51363.0,Others
2016,CHHATNA,Bankura,RSP,73648.0,Winner
2016,CHHATNA,Bankura,AITC,71231.0,Runner-Up
2016,CHHATNA,Bankura,Others,34190.0,Others
2019,Chhatna,Bankura,BJP,95661.0,Winner
