AC_No,AC_Name,PC_Name,Winner_Party,Winner_Votes,Runner_Votes,Runner_Party,Total_Votes,Year,Election_Type,Margin_Votes,Margin_Percent
30.0,Goalpokhar,Raiganj,INC,59593.0,38826.0,CPM,109805.0,2009,Lok Sabha,20767.0,18.91261782250353
30.0,GOALPOKHAR,Raiganj,INC,61313.0,47900.0,AIFB,124995.0,2011,Vidhan Sabha,13413.0,10.730829233169327
30.0,Goalpokhar,Raiganj,INC,53093.0,35129.0,CPM,136895.0,2014,Lok Sabha,17964.0,13.122466123671428
30.0,GOALPOKHAR,Raiganj,AITC,64869.0,57121.0,INC,147717.0,2016,Vidhan Sabha,7748.0,5.245164740686583
30.0,Goalpokhar,Raiganj,AITC,79682.0,31441.0,BJP,158299.0,2019,Lok Sabha,48241.0,30.47460817819443
30.0,GOALPOKHAR,Raiganj,AITC,105649.0,32135.0,BJP,161535.0,2021,Vidhan Sabha,73514.0,45.50964187327824
30.0,Goalpokhar,Raiganj,AITC,67554.0,66888.0,INC,172920.0,2024,Lok Sabha,666.0,0.38514920194309504
31.0,Chakulia,Raiganj,INC,54492.0,52909.0,CPM,117313.0,2009,Lok Sabha,1583.0,1.3493815689650763
31.0,CHAKULIA,Raiganj,AIFB,65265.0,44852.0,INC,125198.0,2011,Vidhan Sabha,20413.0,16.304573555488105
31.0,Chakulia,Raiganj,CPM,50824.0,39930.0,INC,141183.0,2014,Lok Sabha,10894.0,7.716226457859657
31.0,CHAKULIA,Raiganj,AIFB,64185.0,36656.0,BJP,150500.0,2016,Vidhan Sabha,27529.0,18.291694352159467
31.0,Chakulia,Raiganj,AITC,59129.0,51304.0,BJP,164474.0,2019,Lok Sabha,7825.0,4.757590865425539
31.0,CHAKULIA,Raiganj,AITC,86311.0,52474.0,BJP,173400.0,2021,Vidhan Sabha,33837.0,19.513840830449826
31.0,Chakulia,Raiganj,INC,59825.0,58653.0,AITC,177001.0,2024,Lok Sabha,1172.0,0.662143151733606
32.0,Karandighi,Raiganj,INC,67678.0,60172.0,CPM,140502.0,2009,Lok Sabha,7506.0,5.34227270786181
32.0,KARANDIGHI,Raiganj,AIFB,57023.0,51245.0,INC,150100.0,2011,Vidhan Sabha,5778.0,3.8494337108594268
32.0,Karandighi,Raiganj,CPM,53961.0,39191.0,INC,171752.0,2014,Lok Sabha,14770.0,8.599608738180633
32.0,KARANDIGHI,Raiganj,AITC,54599.0,51367.0,AIFB,185490.0,2016,Vidhan Sabha,3232.0,1.7424119898646828
32.0,Karandighi,Raiganj,BJP,82009.0,66045.0,AITC,198507.0,2019,Lok Sabha,15964.0,8.042033782184003
32.0,KARANDIGHI,Raiganj,AITC,116594.0,79968.0,BJP,213136.0,2021,Vidhan Sabha,36626.0,17.18433300803243
32.0,Karandighi,Raiganj,BJP,86135.0,64563.0,AITC,213400.0,2024,Lok Sabha,21572.0,10.1087160262418
33.0,Hemtabad,Raiganj,INC,73758.0,56642.0,CPM,145170.0,2009,Lok Sabha,17116.0,11.790314803334022
33.0,HEMTABAD,Raiganj,CPM,71553.0,35849.0,AITC,157239.0,2011,Vidhan Sabha,35704.0,22.706834818333874
33.0,Hemtabad,Raiganj,CPM,53486.0,49416.0,INC,182270.0,2014,Lok Sabha,4070.0,2.2329511164755584
33.0,HEMTABAD,Raiganj,CPM,80419.0,67283.0,AITC,197736.0,2016,Vidhan Sabha,13136.0,6.6432010357244
33.0,Hemtabad,Raiganj,BJP,85738.0,79562.0,AITC,210333.0,2019,Lok Sabha,6176.0,2.936296254035268
33.0,HEMTABAD,Raiganj,AITC,116425.0,89210.0,BJP,223301.0,2021,Vidhan Sabha,27215.0,12.187585366836691
33.0,Hemtabad,Raiganj,BJP,96161.0,88366.0,AITC,225462.0,2024,Lok Sabha,7795.0,3.45734536196787
34.0,Kaliaganj,Raiganj,INC,84677.0,62559.0,CPM,163539.0,2009,Lok Sabha,22118.0,13.52460269415858
34.0,KALIAGANJ,Raiganj,INC,84873.0,77583.0,CPM,178324.0,2011,Vidhan Sabha,7290.0,4.088064422063211
34.0,Kaliaganj,Raiganj,CPM,58581.0,57152.0,INC,201235.0,2014,Lok Sabha,1429.0,0.710115039630283
34.0,KALIAGANJ,Raiganj,INC,112868.0,66266.0,AITC,214642.0,2016,Vidhan Sabha,46602.0,21.711501010985735
34.0,Kaliaganj,Raiganj,BJP,118895.0,62133.0,AITC,227972.0,2019,Lok Sabha,56762.0,24.89867176670819
34.0,KALIAGANJ,Raiganj,BJP,116768.0,94948.0,AITC,239726.0,2021,Vidhan Sabha,21820.0,9.102058183092364
34.0,Kaliaganj,Raiganj,BJP,136301.0,78357.0,AITC,240943.0,2024,Lok Sabha,57944.0,24.048841427225526
35.0,Raiganj,Raiganj,INC,62198.0,37050.0,CPM,111701.0,2009,Lok Sabha,25148.0,22.513674899956133
35.0,RAIGANJ,Raiganj,INC,62864.0,57455.0,SP,126506.0,2011,Vidhan Sabha,5409.0,4.275686528702196
35.0,Raiganj,Raiganj,INC,48065.0,31038.0,CPM,134888.0,2014,Lok Sabha,17027.0,12.623065061384258
35.0,RAIGANJ,Raiganj,INC,87983.0,36736.0,AITC,149168.0,2016,Vidhan Sabha,51247.0,34.35522364045908
35.0,Raiganj,Raiganj,BJP,83944.0,41742.0,AITC,152458.0,2019,Lok Sabha,42202.0,27.681066260871845
35.0,RAIGANJ,Raiganj,BJP,79775.0,59027.0,AITC,161347.0,2021,Vidhan Sabha,20748.0,12.859241262620316
35.0,Raiganj,Raiganj,BJP,93402.0,46663.0,AITC,159524.0,2024,Lok Sabha,46739.0,29.299039642937743
36.0,Itahar,Balurghat,AITC,62691.0,49861.0,RSP,126020.0,2009,Lok Sabha,12830.0,10.180923662910649
36.0,ITAHAR,Balurghat,AITC,61707.0,54655.0,CPI,140402.0,2011,Vidhan Sabha,7052.0,5.022720474067321
36.0,Itahar,Balurghat,AITC,68939.0,40055.0,RSP,153488.0,2014,Lok Sabha,28884.0,18.818409256749714
36.0,ITAHAR,Balurghat,AITC,88507.0,69387.0,CPI,169347.0,2016,Vidhan Sabha,19120.0,11.290427347399127
36.0,Itahar,Balurghat,AITC,87506.0,59729.0,BJP,175094.0,2019,Lok Sabha,27777.0,15.864050167338686
36.0,ITAHAR,Balurghat,AITC,114645.0,70670.0,BJP,193986.0,2021,Vidhan Sabha,43975.0,22.669161692080873
36.0,Itahar,Balurghat,AITC,97697.0,66928.0,BJP,180228.0,2024,Lok Sabha,30769.0,17.07226402112879
37.0,Kushmandi,Balurghat,RSP,62546.0,48076.0,AITC,126319.0,2009,Lok Sabha,14470.0,11.455125515559812
37.0,KUSHMANDI,Balurghat,RSP,66368.0,62725.0,INC,139952.0,2011,Vidhan Sabha,3643.0,2.603035326397622
37.0,Kushmandi,Balurghat,AITC,60144.0,50404.0,RSP,155142.0,2014,Lok Sabha,9740.0,6.278119400291346
37.0,KUSHMANDI,Balurghat,RSP,68965.0,65436.0,AITC,163497.0,2016,Vidhan Sabha,3529.0,2.1584493905086943
37.0,Kushmandi,Balurghat,AITC,77648.0,76908.0,BJP,175447.0,2019,Lok Sabha,740.0,0.42177979674773575
37.0,KUSHMANDI,Balurghat,AITC,89968.0,77384.0,BJP,184075.0,2021,Vidhan Sabha,12584.0,6.836343881570012
37.0,Kushmandi,Balurghat,AITC,85929.0,81406.0,BJP,182142.0,2024,Lok Sabha,4523.0,2.4832273720503784
38.0,Kumarganj,Balurghat,RSP,53339.0,49391.0,AITC,120550.0,2009,Lok Sabha,3948.0,3.274989630858565
38.0,KUMARGANJ,Balurghat,AITC,62212.0,57994.0,CPM,132550.0,2011,Vidhan Sabha,4218.0,3.182195397963033
38.0,Kumarganj,Balurghat,AITC,58502.0,42955.0,RSP,146202.0,2014,Lok Sabha,15547.0,10.63391745666954
38.0,KUMARGANJ,Balurghat,AITC,64501.0,61005.0,CPM,154022.0,2016,Vidhan Sabha,3496.0,2.2698056121852725
38.0,Kumarganj,Balurghat,AITC,81518.0,62759.0,BJP,162414.0,2019,Lok Sabha,18759.0,11.5501126750157
38.0,KUMARGANJ,Balurghat,AITC,89763.0,60396.0,BJP,170928.0,2021,Vidhan Sabha,29367.0,17.180918281381636
38.0,Kumarganj,Balurghat,AITC,88900.0,65861.0,BJP,166125.0,2024,Lok Sabha,23039.0,13.868472535741159
39.0,Balurghat,Balurghat,AITC,52304.0,49208.0,RSP,113852.0,2009,Lok Sabha,3096.0,2.719319818712012
39.0,BALURGHAT,Balurghat,AITC,67495.0,49204.0,RSP,124366.0,2011,Vidhan Sabha,18291.0,14.707395912065998
39.0,Balurghat,Balurghat,AITC,40266.0,38073.0,BJP,131068.0,2014,Lok Sabha,2193.0,1.673177282021546
39.0,BALURGHAT,Balurghat,RSP,60590.0,59140.0,AITC,141503.0,2016,Vidhan Sabha,1450.0,1.02471325696275
39.0,Balurghat,Balurghat,BJP,81293.0,42277.0,AITC,146703.0,2019,Lok Sabha,39016.0,26.595229818067796
39.0,BALURGHAT,Balurghat,BJP,72129.0,58693.0,AITC,152092.0,2021,Vidhan Sabha,13436.0,8.834126712779106
39.0,Balurghat,Balurghat,BJP,89824.0,47467.0,AITC,148962.0,2024,Lok Sabha,42357.0,28.434768598703027
40.0,Tapan,Balurghat,AITC,59111.0,54591.0,RSP,128910.0,2009,Lok Sabha,4520.0,3.506322240322706
40.0,TAPAN,Balurghat,AITC,72643.0,53986.0,RSP,140753.0,2011,Vidhan Sabha,18657.0,13.255134881672149
40.0,Tapan,Balurghat,AITC,54888.0,42873.0,BJP,156283.0,2014,Lok Sabha,12015.0,7.687976299405566
40.0,TAPAN,Balurghat,AITC,72511.0,68110.0,RSP,169488.0,2016,Vidhan Sabha,4401.0,2.596644010195412
40.0,Tapan,Balurghat,BJP,89737.0,66483.0,AITC,178780.0,2019,Lok Sabha,23254.0,13.007047768206734
40.0,TAPAN,Balurghat,BJP,84381.0,82731.0,AITC,186309.0,2021,Vidhan Sabha,1650.0,0.8856254931323769
40.0,Tapan,Balurghat,BJP,95548.0,76447.0,AITC,182834.0,2024,Lok Sabha,19101.0,10.447181596420798
41.0,Gangarampur,Balurghat,RSP,65349.0,55532.0,AITC,132908.0,2009,Lok Sabha,9817.0,7.386312336352965
41.0,GANGARAMPUR,Balurghat,AITC,65666.0,64998.0,CPM,143219.0,2011,Vidhan Sabha,668.0,0.46641856178300367
41.0,Gangarampur,Balurghat,AITC,65487.0,46837.0,RSP,161964.0,2014,Lok Sabha,18650.0,11.514904546689388
41.0,GANGARAMPUR,Balurghat,INC,80401.0,69668.0,AITC,173378.0,2016,Vidhan Sabha,10733.0,6.19052013519593
41.0,Gangarampur,Balurghat,BJP,92138.0,70053.0,AITC,180647.0,2019,Lok Sabha,22085.0,12.22550056186928
41.0,GANGARAMPUR,Balurghat,BJP,88724.0,84132.0,AITC,189482.0,2021,Vidhan Sabha,4592.0,2.423449193063193
41.0,Gangarampur,Balurghat,BJP,93813.0,77013.0,AITC,182724.0,2024,Lok Sabha,16800.0,9.194194522886976
42.0,Harirampur,Balurghat,AITC,55694.0,52526.0,RSP,125210.0,2009,Lok Sabha,3168.0,2.5301493490935227
42.0,HARIRAMPUR,Balurghat,AITC,65099.0,58032.0,CPM,137219.0,2011,Vidhan Sabha,7067.0,5.150161420794496
42.0,Harirampur,Balurghat,AITC,60631.0,43929.0,RSP,156933.0,2014,Lok Sabha,16702.0,10.64275837459298
42.0,HARIRAMPUR,Balurghat,CPM,71447.0,66943.0,AITC,166816.0,2016,Vidhan Sabha,4504.0,2.6999808171877997
42.0,Harirampur,Balurghat,AITC,79978.0,75013.0,BJP,176255.0,2019,Lok Sabha,4965.0,2.816941363365578
42.0,HARIRAMPUR,Balurghat,AITC,96131.0,73459.0,BJP,187642.0,2021,Vidhan Sabha,22672.0,12.082582790633227
42.0,Harirampur,Balurghat,AITC,89799.0,79545.0,BJP,183219.0,2024,Lok Sabha,10254.0,5.596581140602231
43.0,Habibpur,Maldaha Uttar,CPM,58286.0,52730.0,INC,141738.0,2009,Lok Sabha,5556.0,3.9199085636879314
43.0,HABIBPUR,Maldaha Uttar,CPM,59286.0,57028.0,AITC,157662.0,2011,Vidhan Sabha,2258.0,1.4321776965914423
43.0,Habibpur,Maldaha Uttar,CPM,47060.0,42225.0,AITC,171554.0,2014,Lok Sabha,4835.0,2.8183545705725312
43.0,HABIBPUR,Maldaha Uttar,CPM,64095.0,61583.0,AITC,184369.0,2016,Vidhan Sabha,2512.0,1.3624850164615527
43.0,Habibpur,Maldaha Uttar,BJP,107630.0,53794.0,AITC,195407.0,2019,Lok Sabha,53836.0,27.55070186840799
43.0,HABIBPUR,Maldaha Uttar,BJP,94075.0,74558.0,AITC,197989.0,2021,Vidhan Sabha,19517.0,9.857618352534738
43.0,Habibpur,Maldaha Uttar,BJP,105449.0,68497.0,AITC,197688.0,2024,Lok Sabha,36952.0,18.692080450002024
44.0,Gazole,Maldaha Uttar,INC,68108.0,64300.0,CPM,146327.0,2009,Lok Sabha,3808.0,2.6023905362646675
44.0,GAZOLE,Maldaha Uttar,INC,74654.0,69070.0,CPM,161941.0,2011,Vidhan Sabha,5584.0,3.448169395026584
44.0,Gazole,Maldaha Uttar,CPM,54932.0,40129.0,AITC,182034.0,2014,Lok Sabha,14803.0,8.131997319182132
44.0,GAZOLE,Maldaha Uttar,CPM,85949.0,65347.0,AITC,198327.0,2016,Vidhan Sabha,20602.0,10.387894739495882
44.0,Gazole,Maldaha Uttar,BJP,108351.0,67180.0,AITC,210902.0,2019,Lok Sabha,41171.0,19.521389081184626
44.0,GAZOLE,Maldaha Uttar,BJP,100655.0,98857.0,AITC,221214.0,2021,Vidhan Sabha,1798.0,0.8127876174202356
44.0,Gazole,Maldaha Uttar,BJP,113071.0,74200.0,AITC,220867.0,2024,Lok Sabha,38871.0,17.599279204226978
45.0,Chanchal,Maldaha Uttar,INC,67602.0,50719.0,CPM,127947.0,2009,Lok Sabha,16883.0,13.195307431983554
45.0,CHANCHAL,Maldaha Uttar,INC,68586.0,54399.0,CPM,140852.0,2011,Vidhan Sabha,14187.0,10.072274444097351
45.0,Chanchal,Maldaha Uttar,INC,59209.0,57791.0,CPM,164420.0,2014,Lok Sabha,1418.0,0.8624254956817906
45.0,CHANCHAL,Maldaha Uttar,INC,92590.0,40222.0,AITC,172154.0,2016,Vidhan Sabha,52368.0,30.419275764722283
45.0,Chanchal,Maldaha Uttar,INC,64338.0,55144.0,AITC,187295.0,2019,Lok Sabha,9194.0,4.908833658132892
45.0,CHANCHAL,Maldaha Uttar,AITC,115966.0,48628.0,BJP,199679.0,2021,Vidhan Sabha,67338.0,33.72312561661467
45.0,Chanchal,Maldaha Uttar,INC,67265.0,66911.0,AITC,189476.0,2024,Lok Sabha,354.0,0.18683104984272414
46.0,Harischandrapur,Maldaha Uttar,INC,61886.0,48123.0,CPM,117812.0,2009,Lok Sabha,13763.0,11.682171595423217
46.0,HARISCHANDRAPUR,Maldaha Uttar,AIFB,62019.0,59578.0,INC,134263.0,2011,Vidhan Sabha,2441.0,1.8180734826422769
46.0,Harischandrapur,Maldaha Uttar,INC,61458.0,50651.0,CPM,153202.0,2014,Lok Sabha,10807.0,7.054085455803449
46.0,HARISCHANDRAPUR,Maldaha Uttar,INC,60047.0,42190.0,AITC,172048.0,2016,Vidhan Sabha,17857.0,10.379080256672557
46.0,Harischandrapur,Maldaha Uttar,AITC,63117.0,60605.0,INC,185470.0,2019,Lok Sabha,2512.0,1.3543969375101095
46.0,HARISCHANDRAPUR,Maldaha Uttar,AITC,122527.0,45054.0,BJP,203153.0,2021,Vidhan Sabha,77473.0,38.13529704213081
46.0,Harischandrapur,Maldaha Uttar,INC,74109.0,69766.0,AITC,197843.0,2024,Lok Sabha,4343.0,2.1951749619647902
47.0,Malatipur,Maldaha Uttar,INC,56730.0,50482.0,CPM,113987.0,2009,Lok Sabha,6248.0,5.48132681797047
47.0,MALATIPUR,Maldaha Uttar,RSP,54794.0,48093.0,IND,126136.0,2011,Vidhan Sabha,6701.0,5.312519819876958
47.0,Malatipur,Maldaha Uttar,INC,70815.0,34648.0,CPM,145894.0,2014,Lok Sabha,36167.0,24.789915966386555
47.0,MALATIPUR,Maldaha Uttar,INC,50643.0,48043.0,RSP,156939.0,2016,Vidhan Sabha,2600.0,1.6566946393184612
47.0,Malatipur,Maldaha Uttar,INC,64438.0,58794.0,AITC,170787.0,2019,Lok Sabha,5644.0,3.3047011774900903
47.0,MALATIPUR,Maldaha Uttar,AITC,126157.0,34208.0,BJP,185484.0,2021,Vidhan Sabha,91949.0,49.57246986262966
47.0,Malatipur,Maldaha Uttar,INC,77720.0,61799.0,AITC,180303.0,2024,Lok Sabha,15921.0,8.830135937837973
48.0,Ratua,Maldaha Uttar,INC,73320.0,57503.0,CPM,139674.0,2009,Lok Sabha,15817.0,11.324226412932973
48.0,RATUA,Maldaha Uttar,INC,74936.0,68075.0,CPM,155014.0,2011,Vidhan Sabha,6861.0,4.426051840478924
48.0,Ratua,Maldaha Uttar,INC,73969.0,46250.0,CPM,176374.0,2014,Lok Sabha,27719.0,15.716035243289827
48.0,RATUA,Maldaha Uttar,INC,96587.0,53312.0,AITC,186248.0,2016,Vidhan Sabha,43275.0,23.23514883381298
48.0,Ratua,Maldaha Uttar,AITC,76008.0,57913.0,INC,204450.0,2019,Lok Sabha,18095.0,8.85057471264368
48.0,RATUA,Maldaha Uttar,AITC,130674.0,55024.0,BJP,219148.0,2021,Vidhan Sabha,75650.0,34.52005037691423
48.0,Ratua,Maldaha Uttar,INC,91880.0,58021.0,AITC,213974.0,2024,Lok Sabha,33859.0,15.82388514492415
49.0,Manikchak,Maldaha Dakshin,INC,59593.0,42623.0,CPM,111753.0,2009,Lok Sabha,16970.0,15.185274668241568
49.0,MANICKCHAK,Maldaha Dakshin,AITC,64641.0,58424.0,CPM,139930.0,2011,Vidhan Sabha,6217.0,4.442935753591081
49.0,Manickchak,Maldaha Dakshin,INC,52556.0,38156.0,AITC,159964.0,2014,Lok Sabha,14400.0,9.002025455727539
49.0,MANICKCHAK,Maldaha Dakshin,INC,78472.0,65869.0,AITC,172551.0,2016,Vidhan Sabha,12603.0,7.3039275344680705
49.0,Manickchak,Maldaha Dakshin,BJP,81809.0,51920.0,INC,189069.0,2019,Lok Sabha,29889.0,15.808514351903275
49.0,MANICKCHAK,Maldaha Dakshin,AITC,110234.0,76356.0,BJP,206991.0,2021,Vidhan Sabha,33878.0,16.366895179017448
49.0,Manikchak,Maldaha Dakshin,BJP,82081.0,73546.0,INC,196850.0,2024,Lok Sabha,8535.0,4.335788671577343
50.0,Maldaha,Maldaha Uttar,INC,59339.0,49893.0,CPM,132628.0,2009,Lok Sabha,9446.0,7.122176312694152
50.0,MALDAHA,Maldaha Uttar,INC,68155.0,57400.0,CPM,146409.0,2011,Vidhan Sabha,10755.0,7.345859885662767
50.0,Maldaha,Maldaha Uttar,INC,47852.0,47149.0,BJP,167674.0,2014,Lok Sabha,703.0,0.41926595655856
50.0,MALDAHA,Maldaha Uttar,INC,88243.0,54934.0,AITC,182484.0,2016,Vidhan Sabha,33309.0,18.253107121720262
50.0,Maldaha,Maldaha Uttar,BJP,104825.0,50480.0,AITC,197519.0,2019,Lok Sabha,54345.0,27.513808798140936
50.0,MALDAHA,Maldaha Uttar,BJP,93398.0,77942.0,AITC,206489.0,2021,Vidhan Sabha,15456.0,7.4851444871155355
50.0,Maldaha,Maldaha Uttar,BJP,112469.0,49040.0,AITC,206412.0,2024,Lok Sabha,63429.0,30.72931806290332
51.0,Englishbazar,Maldaha Dakshin,INC,78591.0,54990.0,CPM,152578.0,2009,Lok Sabha,23601.0,15.468153993367325
51.0,ENGLISHBAZAR,Maldaha Dakshin,INC,89421.0,67592.0,CPM,172662.0,2011,Vidhan Sabha,21829.0,12.642619684701902
51.0,Englishbazar,Maldaha Dakshin,BJP,74043.0,41413.0,INC,188993.0,2014,Lok Sabha,32630.0,17.26518971602123
51.0,ENGLISHBAZAR,Maldaha Dakshin,IND,107183.0,67456.0,AITC,207238.0,2016,Vidhan Sabha,39727.0,19.169746861096904
51.0,Englishbazar,Maldaha Dakshin,BJP,132860.0,38478.0,AITC,215949.0,2019,Lok Sabha,94382.0,43.705689769343685
51.0,ENGLISHBAZAR,Maldaha Dakshin,BJP,107755.0,87656.0,AITC,215675.0,2021,Vidhan Sabha,20099.0,9.319114408253158
51.0,Englishbazar,Maldaha Dakshin,BJP,134222.0,51350.0,INC,227348.0,2024,Lok Sabha,82872.0,36.45160722768619
52.0,Mothabari,Maldaha Dakshin,INC,55029.0,30203.0,CPM,92108.0,2009,Lok Sabha,24826.0,26.953141963781647
52.0,MOTHABARI,Maldaha Dakshin,INC,47466.0,41446.0,CPM,107599.0,2011,Vidhan Sabha,6020.0,5.594847535757768
52.0,Mothabari,Maldaha Dakshin,INC,53280.0,22100.0,BJP,122646.0,2014,Lok Sabha,31180.0,25.422761443504065
52.0,MOTHABARI,Maldaha Dakshin,INC,69089.0,30915.0,AITC,133423.0,2016,Vidhan Sabha,38174.0,28.61125892837067
52.0,Mothabari,Maldaha Dakshin,INC,61393.0,43054.0,BJP,145709.0,2019,Lok Sabha,18339.0,12.58604478789917
52.0,MOTHABARI,Maldaha Dakshin,AITC,97397.0,40824.0,BJP,163143.0,2021,Vidhan Sabha,56573.0,34.67693986257455
52.0,Mothabari,Maldaha Dakshin,INC,77235.0,43101.0,BJP,156917.0,2024,Lok Sabha,34134.0,21.752901215292162
53.0,Sujapur,Maldaha Dakshin,INC,69653.0,40294.0,CPM,117034.0,2009,Lok Sabha,29359.0,25.085872481501102
53.0,SUJAPUR,Maldaha Dakshin,INC,70640.0,53279.0,CPM,133914.0,2011,Vidhan Sabha,17361.0,12.964290514808011
53.0,Sujapur,Maldaha Dakshin,INC,74477.0,28141.0,AITC,153669.0,2014,Lok Sabha,46336.0,30.153121319199055
53.0,SUJAPUR,Maldaha Dakshin,INC,97332.0,50252.0,AITC,166496.0,2016,Vidhan Sabha,47080.0,28.276955602536997
53.0,Sujapur,Maldaha Dakshin,INC,91168.0,62558.0,AITC,178252.0,2019,Lok Sabha,28610.0,16.0503107959518
53.0,SUJAPUR,Maldaha Dakshin,AITC,152445.0,22282.0,INC,207591.0,2021,Vidhan Sabha,130163.0,62.70165854974445
53.0,Sujapur,Maldaha Dakshin,INC,129420.0,45791.0,AITC,199372.0,2024,Lok Sabha,83629.0,41.94621110286299
54.0,Baisnabnagar,Maldaha Dakshin,INC,63833.0,50119.0,CPM,128833.0,2009,Lok Sabha,13714.0,10.644788214199778
54.0,BAISHNAB NAGAR,Maldaha Dakshin,INC,62589.0,57566.0,CPM,145489.0,2011,Vidhan Sabha,5023.0,3.4524946903202305
54.0,Baishnabnagar,Maldaha Dakshin,INC,49422.0,48887.0,BJP,166925.0,2014,Lok Sabha,535.0,0.32050322000898607
54.0,BAISHNAB NAGAR,Maldaha Dakshin,BJP,70185.0,65688.0,INC,183722.0,2016,Vidhan Sabha,4497.0,2.4477199246687933
54.0,Baishnabnagar,Maldaha Dakshin,BJP,81475.0,55146.0,AITC,195977.0,2019,Lok Sabha,26329.0,13.434739790893829
54.0,BAISHNAB NAGAR,Maldaha Dakshin,AITC,83061.0,80590.0,BJP,208652.0,2021,Vidhan Sabha,2471.0,1.1842685428368769
54.0,Baisnabnagar,Maldaha Dakshin,BJP,87953.0,68031.0,INC,210882.0,2024,Lok Sabha,19922.0,9.446989311558122
55.0,Farakka,Maldaha Dakshin,INC,57610.0,43867.0,CPM,113652.0,2009,Lok Sabha,13743.0,12.09217611656636
55.0,FARAKKA,Maldaha Dakshin,INC,52780.0,48041.0,CPM,136127.0,2011,Vidhan Sabha,4739.0,3.4813078963027175
55.0,Farakka,Maldaha Dakshin,INC,57461.0,45803.0,CPM,149236.0,2014,Lok Sabha,11658.0,7.811788040419201
55.0,FARAKKA,Maldaha Dakshin,INC,83314.0,55147.0,AITC,163198.0,2016,Vidhan Sabha,28167.0,17.259402688758442
55.0,Farakka,Maldaha Dakshin,INC,76107.0,46886.0,BJP,174517.0,2019,Lok Sabha,29221.0,16.743927525685177
55.0,FARAKKA,Maldaha Dakshin,AITC,102319.0,42374.0,BJP,186424.0,2021,Vidhan Sabha,59945.0,32.155194610136036
55.0,Farakka,Maldaha Dakshin,INC,87765.0,47232.0,BJP,179744.0,2024,Lok Sabha,40533.0,22.550405020473562
56.0,Samserganj,Maldaha Dakshin,INC,58610.0,43586.0,CPM,111604.0,2009,Lok Sabha,15024.0,13.461883086627719
56.0,SAMSERGANJ,Maldaha Dakshin,CPM,61138.0,53349.0,INC,131671.0,2011,Vidhan Sabha,7789.0,5.915501515140008
56.0,Samserganj,Maldaha Dakshin,INC,51037.0,45416.0,CPM,147947.0,2014,Lok Sabha,5621.0,3.799333545120888
56.0,SAMSERGANJ,Maldaha Dakshin,AITC,48381.0,46601.0,CPM,158988.0,2016,Vidhan Sabha,1780.0,1.1195813520517273
56.0,Samserganj,Maldaha Dakshin,INC,73054.0,65115.0,AITC,175925.0,2019,Lok Sabha,7939.0,4.512718487992042
56.0,SAMSERGANJ,Maldaha Dakshin,AITC,96417.0,70038.0,INC,188582.0,2021,Vidhan Sabha,26379.0,13.9880794561517
56.0,Samserganj,Maldaha Dakshin,INC,83619.0,69805.0,AITC,190680.0,2024,Lok Sabha,13814.0,7.244598279840571
